"ID"	"MN"	"H"	"C"	"O"	"N"	"S"	"P"	"Na"	"ME"	"Scores"	"NBP"	"Peptide"	"KEGG"
"19837"	"554.343666"	"50"	"27"	"2"	"6"	"2"	"0"	"0"	"555.3508096"	"0.893976341"	"0"	"No Peptide Found"	"Non metabolites found"
"19844"	"554.89736"	"12"	"10"	"14"	"3"	"2"	"3"	"0"	"555.9052286"	"-0.510900864"	"0"	"No Peptide Found"	"Non metabolites found"
"19846"	"554.95512"	"18"	"17"	"10"	"1"	"4"	"1"	"0"	"555.9626072"	"1.152849954"	"0"	"No Peptide Found"	"Non metabolites found"
"19847"	"554.964835"	"18"	"7"	"16"	"5"	"3"	"1"	"0"	"555.9723942"	"0.055151773"	"0"	"No Peptide Found"	"Non metabolites found"
"19848"	"554.97013"	"20"	"12"	"12"	"3"	"2"	"3"	"0"	"555.97833"	"0.964255617"	"0"	"No Peptide Found"	"Non metabolites found"
"19849"	"554.979709"	"15"	"13"	"10"	"7"	"2"	"2"	"0"	"555.9874764"	"1.270055885"	"0"	"No Peptide Found"	"Non metabolites found"
"20866"	"554.983493"	"22"	"10"	"18"	"0"	"0"	"4"	"1"	"577.9731533"	"0.650506656"	"0"	"No Peptide Found"	"Non metabolites found"
"19850"	"554.984899"	"19"	"13"	"17"	"1"	"1"	"2"	"0"	"555.992548"	"-0.475791851"	"0"	"No Peptide Found"	"Non metabolites found"
"19851"	"554.987889"	"20"	"12"	"14"	"3"	"1"	"3"	"0"	"555.9959229"	"1.367906435"	"0"	"No Peptide Found"	"Non metabolites found"
"19852"	"554.991505"	"22"	"18"	"9"	"1"	"4"	"1"	"0"	"555.9989264"	"-0.280354289"	"0"	"No Peptide Found"	"Non metabolites found"
"19853"	"554.993142"	"18"	"13"	"19"	"1"	"1"	"1"	"0"	"556.000587"	"-1.307363264"	"0"	"No Peptide Found"	"Non metabolites found"
"19854"	"555.000839"	"19"	"10"	"12"	"7"	"2"	"2"	"0"	"556.0084784"	"1.204930426"	"0"	"No Peptide Found"	"Non metabolites found"
"19855"	"555.007365"	"19"	"11"	"15"	"5"	"1"	"2"	"0"	"556.0145618"	"-0.660579171"	"0"	"No Peptide Found"	"Non metabolites found"
"19857"	"555.024274"	"24"	"13"	"13"	"3"	"1"	"3"	"0"	"556.0322129"	"-0.197404582"	"0"	"No Peptide Found"	"Non metabolites found"
"19858"	"555.032517"	"23"	"13"	"15"	"3"	"1"	"2"	"0"	"556.039606"	"-0.977627445"	"0"	"No Peptide Found"	"Non metabolites found"
"19859"	"555.047366"	"25"	"18"	"9"	"3"	"4"	"0"	"0"	"556.0543693"	"0.353121098"	"0"	"No Peptide Found"	"Non metabolites found"
"19860"	"555.051143"	"27"	"14"	"12"	"3"	"2"	"2"	"0"	"556.0591564"	"-1.020496484"	"0"	"No Peptide Found"	"Non metabolites found"
"19861"	"555.056882"	"26"	"18"	"9"	"3"	"3"	"1"	"0"	"556.0639829"	"0.400490918"	"0"	"No Peptide Found"	"Non metabolites found"
"19862"	"555.059386"	"26"	"14"	"14"	"3"	"2"	"1"	"0"	"556.0671565"	"-0.429131764"	"0"	"No Peptide Found"	"Non metabolites found"
"20871"	"555.062852"	"24"	"14"	"17"	"2"	"0"	"2"	"1"	"578.052385"	"1.132787969"	"0"	"No Peptide Found"	"Non metabolites found"
"19863"	"555.068902"	"27"	"14"	"14"	"3"	"1"	"2"	"0"	"556.0764525"	"0.462256642"	"0"	"No Peptide Found"	"Non metabolites found"
"19865"	"555.111876"	"25"	"17"	"14"	"5"	"1"	"0"	"0"	"556.1189345"	"-1.020814728"	"0"	"No Peptide Found"	"Non metabolites found"
"19866"	"555.120542"	"31"	"19"	"10"	"3"	"1"	"2"	"0"	"556.1282683"	"-0.171006063"	"0"	"No Peptide Found"	"Non metabolites found"
"19867"	"555.131775"	"31"	"18"	"9"	"5"	"1"	"2"	"0"	"556.1396433"	"0.840090373"	"0"	"No Peptide Found"	"Non metabolites found"
"19868"	"555.14404"	"30"	"23"	"9"	"3"	"1"	"1"	"0"	"556.151625"	"0.151301975"	"0"	"No Peptide Found"	"Non metabolites found"
"19869"	"555.148261"	"29"	"18"	"13"	"5"	"1"	"0"	"0"	"556.1552383"	"-0.787244696"	"0"	"No Peptide Found"	"Non metabolites found"
"19870"	"555.16517"	"34"	"20"	"11"	"3"	"1"	"1"	"0"	"556.17279"	"-0.258144597"	"0"	"No Peptide Found"	"Non metabolites found"
"19871"	"555.195879"	"33"	"18"	"11"	"7"	"1"	"0"	"0"	"556.2031491"	"0.025401834"	"0"	"No Peptide Found"	"Non metabolites found"
"19872"	"555.21681"	"38"	"25"	"7"	"3"	"1"	"1"	"0"	"556.2242289"	"-0.204969441"	"0"	"No Peptide Found"	"Non metabolites found"
"19873"	"555.231579"	"37"	"26"	"12"	"1"	"0"	"0"	"0"	"556.2389169"	"1.127741568"	"0"	"No Peptide Found"	"Non metabolites found"
"20884"	"555.252233"	"42"	"22"	"8"	"4"	"2"	"0"	"1"	"578.2417458"	"0.220148757"	"0"	"No Peptide Found"	"Non metabolites found"
"19874"	"555.252709"	"41"	"23"	"14"	"1"	"0"	"0"	"0"	"556.2599042"	"0.023987783"	"0"	"No Peptide Found"	"Non metabolites found"
"19875"	"555.257416"	"41"	"21"	"10"	"5"	"1"	"0"	"0"	"556.2651231"	"0.02698549"	"0"	"No Peptide Found"	"Non metabolites found"
"19876"	"555.261438"	"41"	"26"	"8"	"3"	"1"	"0"	"0"	"556.2689827"	"1.168100446"	"0"	"No Peptide Found"	"Non metabolites found"
"19877"	"555.267964"	"41"	"27"	"11"	"1"	"0"	"0"	"0"	"556.2757282"	"-0.477835965"	"0"	"No Peptide Found"	"Non metabolites found"
"19878"	"555.276042"	"45"	"22"	"7"	"5"	"2"	"0"	"0"	"556.2838497"	"0.982227512"	"0"	"No Peptide Found"	"Non metabolites found"
"19879"	"555.280533"	"37"	"27"	"6"	"7"	"0"	"0"	"0"	"556.28806"	"1.096347263"	"4"	"G1P1V1H1F1;S1F2R1;T1L1H1W1;A1F1R1Y1"	"Non metabolites found"
"19880"	"555.283904"	"41"	"24"	"6"	"7"	"1"	"0"	"0"	"556.2913887"	"0.713252887"	"4"	"V3C1H1;G1V1L1M1H1;A1V2M1H1;A1C1L2H1"	"Non metabolites found"
"19881"	"555.28958"	"46"	"27"	"5"	"3"	"1"	"1"	"0"	"556.296946"	"0.081984915"	"0"	"No Peptide Found"	"Non metabolites found"
"19882"	"555.301663"	"41"	"24"	"8"	"7"	"0"	"0"	"0"	"556.3096464"	"0.175783714"	"9"	"V2T2H1;S1V1T1L1H1;S2L2H1;G2P2T1K1;G1A1S1P2K1;G3A1P1V2;G4P1V1L1;G2A3P1L1;G1A4P1V1"	"Non metabolites found"
"19883"	"555.307339"	"46"	"27"	"7"	"3"	"0"	"1"	"0"	"556.314425"	"0.4060816"	"0"	"No Peptide Found"	"Non metabolites found"
"19885"	"555.327682"	"49"	"27"	"3"	"5"	"2"	"0"	"0"	"556.33483"	"0.70631234"	"0"	"No Peptide Found"	"Non metabolites found"
"19886"	"555.338915"	"49"	"26"	"2"	"7"	"2"	"0"	"0"	"556.3462"	"0.1426746"	"0"	"No Peptide Found"	"Non metabolites found"
"19887"	"555.342937"	"49"	"31"	"0"	"5"	"2"	"0"	"0"	"556.3501829"	"1.220199773"	"0"	"No Peptide Found"	"Non metabolites found"
"19889"	"555.35801"	"45"	"27"	"0"	"11"	"1"	"0"	"0"	"556.3655639"	"0.417124824"	"0"	"No Peptide Found"	"Non metabolites found"
"19890"	"555.3632"	"49"	"27"	"7"	"5"	"0"	"0"	"0"	"556.3710916"	"-0.937086971"	"1"	"P1T1L3"	"Non metabolites found"
"19891"	"555.382477"	"49"	"36"	"2"	"3"	"0"	"0"	"0"	"556.390385"	"0.374521921"	"0"	"No Peptide Found"	"Non metabolites found"
"19904"	"555.894263"	"16"	"7"	"15"	"2"	"2"	"4"	"0"	"556.9025853"	"0.965141403"	"0"	"No Peptide Found"	"Non metabolites found"
"19907"	"555.930648"	"20"	"8"	"14"	"2"	"2"	"4"	"0"	"556.9389264"	"0.514556514"	"0"	"No Peptide Found"	"Non metabolites found"
"19908"	"555.940227"	"15"	"9"	"12"	"6"	"2"	"3"	"0"	"556.9479423"	"-0.150062581"	"0"	"No Peptide Found"	"Non metabolites found"
"19911"	"555.95665"	"19"	"8"	"18"	"2"	"1"	"3"	"0"	"556.96483"	"1.724795503"	"0"	"No Peptide Found"	"Non metabolites found"
"21799"	"555.966166"	"18"	"8"	"18"	"2"	"0"	"4"	"2"	"600.9378331"	"1.456488745"	"0"	"No Peptide Found"	"Non metabolites found"
"19914"	"555.977158"	"17"	"13"	"20"	"0"	"1"	"1"	"0"	"556.9847077"	"-0.621392367"	"0"	"No Peptide Found"	"Non metabolites found"
"19915"	"555.988877"	"18"	"15"	"11"	"4"	"2"	"2"	"0"	"556.9965967"	"-0.792094305"	"0"	"No Peptide Found"	"Non metabolites found"
"19916"	"555.991381"	"18"	"11"	"16"	"4"	"1"	"2"	"0"	"556.9993075"	"1.537268112"	"0"	"No Peptide Found"	"Non metabolites found"
"19918"	"556.00011"	"18"	"14"	"10"	"6"	"2"	"2"	"0"	"557.0071298"	"-1.631102209"	"0"	"No Peptide Found"	"Non metabolites found"
"19919"	"556.00829"	"23"	"13"	"14"	"2"	"1"	"3"	"0"	"557.0157033"	"0.141872764"	"0"	"No Peptide Found"	"Non metabolites found"
"19920"	"556.036009"	"21"	"12"	"17"	"4"	"1"	"1"	"0"	"557.0433878"	"-0.772385743"	"0"	"No Peptide Found"	"Non metabolites found"
"19921"	"556.043402"	"25"	"14"	"15"	"2"	"2"	"1"	"0"	"557.0510956"	"-0.123718554"	"0"	"No Peptide Found"	"Non metabolites found"
"20923"	"556.046868"	"23"	"14"	"18"	"1"	"0"	"2"	"1"	"579.03641"	"-0.778333993"	"0"	"No Peptide Found"	"Non metabolites found"
"19922"	"556.049792"	"20"	"26"	"10"	"0"	"2"	"0"	"0"	"557.05686"	"0.1426746"	"0"	"No Peptide Found"	"Non metabolites found"
"19923"	"556.052918"	"26"	"14"	"15"	"2"	"1"	"2"	"0"	"557.06102"	"-0.157124511"	"0"	"No Peptide Found"	"Non metabolites found"
"19924"	"556.072394"	"25"	"13"	"16"	"4"	"1"	"1"	"0"	"557.07969"	"0.720901898"	"0"	"No Peptide Found"	"Non metabolites found"
"19925"	"556.079787"	"29"	"15"	"14"	"2"	"2"	"1"	"0"	"557.0874757"	"0.035871452"	"0"	"No Peptide Found"	"Non metabolites found"
"19926"	"556.087649"	"25"	"17"	"13"	"4"	"1"	"1"	"0"	"557.0952245"	"0.028445118"	"0"	"No Peptide Found"	"Non metabolites found"
"19927"	"556.104558"	"30"	"19"	"11"	"2"	"1"	"2"	"0"	"557.1120527"	"-0.18719252"	"0"	"No Peptide Found"	"Non metabolites found"
"19928"	"556.107929"	"34"	"16"	"11"	"2"	"2"	"2"	"0"	"557.1155114"	"-0.661507579"	"0"	"No Peptide Found"	"Non metabolites found"
"19929"	"556.10943"	"25"	"22"	"13"	"2"	"0"	"1"	"0"	"557.117145"	"-0.393544034"	"0"	"No Peptide Found"	"Non metabolites found"
"19930"	"556.112801"	"29"	"19"	"13"	"2"	"1"	"1"	"0"	"557.1204738"	"-1.313642846"	"0"	"No Peptide Found"	"Non metabolites found"
"19931"	"556.115791"	"30"	"18"	"10"	"4"	"1"	"2"	"0"	"557.12343"	"0.514613909"	"0"	"No Peptide Found"	"Non metabolites found"
"19932"	"556.118159"	"25"	"25"	"7"	"4"	"1"	"1"	"0"	"557.1253824"	"-1.398193081"	"0"	"No Peptide Found"	"Non metabolites found"
"19933"	"556.120012"	"29"	"13"	"14"	"6"	"1"	"1"	"0"	"557.1276396"	"0.233097619"	"0"	"No Peptide Found"	"Non metabolites found"
"19934"	"556.124034"	"29"	"18"	"12"	"4"	"1"	"1"	"0"	"557.1318833"	"-0.64233413"	"0"	"No Peptide Found"	"Non metabolites found"
"19935"	"556.132277"	"28"	"18"	"14"	"4"	"1"	"0"	"0"	"557.1393298"	"-1.149418059"	"0"	"No Peptide Found"	"Non metabolites found"
"19936"	"556.140943"	"34"	"20"	"10"	"2"	"1"	"2"	"0"	"557.1484984"	"-2.275832806"	"0"	"No Peptide Found"	"Non metabolites found"
"19937"	"556.149186"	"33"	"20"	"12"	"2"	"1"	"1"	"0"	"557.1567962"	"-1.15966948"	"0"	"No Peptide Found"	"Non metabolites found"
"19938"	"556.156261"	"28"	"25"	"5"	"6"	"2"	"0"	"0"	"557.1636298"	"-0.285894768"	"0"	"No Peptide Found"	"Non metabolites found"
"19939"	"556.181413"	"32"	"27"	"5"	"4"	"2"	"0"	"0"	"557.1884117"	"-0.285958567"	"0"	"No Peptide Found"	"Non metabolites found"
"19940"	"556.187939"	"32"	"28"	"8"	"2"	"1"	"0"	"0"	"557.195215"	"-0.157124511"	"0"	"No Peptide Found"	"Non metabolites found"
"19941"	"556.189411"	"33"	"18"	"12"	"6"	"0"	"1"	"0"	"557.19698"	"0.494799146"	"0"	"No Peptide Found"	"Non metabolites found"
"20938"	"556.189967"	"33"	"23"	"7"	"5"	"2"	"0"	"1"	"579.179535"	"-0.024191154"	"0"	"No Peptide Found"	"Non metabolites found"
"19942"	"556.192646"	"32"	"26"	"4"	"6"	"2"	"0"	"0"	"557.2001222"	"-0.609319384"	"0"	"No Peptide Found"	"Non metabolites found"
"19943"	"556.19515"	"32"	"22"	"9"	"6"	"1"	"0"	"0"	"557.2030575"	"0.26721838"	"3"	"G2S2C1F1;G3T1C1Y1;G2A1S1C1Y1"	"Non metabolites found"
"19944"	"556.196804"	"37"	"20"	"10"	"4"	"1"	"1"	"0"	"557.2048686"	"0.002299754"	"0"	"No Peptide Found"	"Non metabolites found"
"19945"	"556.200826"	"37"	"25"	"8"	"2"	"1"	"1"	"0"	"557.2079633"	"-0.185450242"	"0"	"No Peptide Found"	"Non metabolites found"
"19946"	"556.205047"	"36"	"20"	"12"	"4"	"1"	"0"	"0"	"557.2124068"	"0.995492958"	"0"	"No Peptide Found"	"Non metabolites found"
"19947"	"556.206565"	"36"	"29"	"5"	"2"	"2"	"0"	"0"	"557.21415"	"-0.157124511"	"0"	"No Peptide Found"	"Non metabolites found"
"19948"	"556.211573"	"36"	"21"	"15"	"2"	"0"	"0"	"0"	"557.2188909"	"-0.640223001"	"0"	"No Peptide Found"	"Non metabolites found"
"19949"	"556.220302"	"36"	"24"	"9"	"4"	"1"	"0"	"0"	"557.2276731"	"-0.468062117"	"0"	"No Peptide Found"	"Non metabolites found"
"19950"	"556.229031"	"36"	"27"	"3"	"6"	"2"	"0"	"0"	"557.2365471"	"0.181734428"	"0"	"No Peptide Found"	"Non metabolites found"
"19951"	"556.234906"	"40"	"20"	"8"	"6"	"2"	"0"	"0"	"557.242361"	"0.295410961"	"0"	"No Peptide Found"	"Non metabolites found"
"19952"	"556.25198"	"40"	"27"	"12"	"0"	"0"	"0"	"0"	"557.259495"	"0.349614576"	"0"	"No Peptide Found"	"Non metabolites found"
"19953"	"556.265416"	"40"	"28"	"2"	"6"	"2"	"0"	"0"	"557.2725978"	"-0.228444114"	"0"	"No Peptide Found"	"Non metabolites found"
"19954"	"556.26792"	"40"	"24"	"7"	"6"	"1"	"0"	"0"	"557.27534"	"1.627867037"	"4"	"G2P2V1M1;A2P2V1C1;G1A1P2C1L1;A3P2M1"	"Non metabolites found"
"19955"	"556.271942"	"40"	"29"	"5"	"4"	"1"	"0"	"0"	"557.279059"	"-1.207544016"	"1"	"L1M1F2"	"Non metabolites found"
"19956"	"556.286546"	"44"	"25"	"4"	"6"	"2"	"0"	"0"	"557.2938413"	"0.298541192"	"0"	"No Peptide Found"	"Non metabolites found"
"19957"	"556.301801"	"44"	"29"	"1"	"6"	"2"	"0"	"0"	"557.309345"	"0.4060816"	"0"	"No Peptide Found"	"Non metabolites found"
"19958"	"556.305641"	"40"	"26"	"2"	"10"	"1"	"0"	"0"	"557.3132986"	"0.401426575"	"0"	"No Peptide Found"	"Non metabolites found"
"19959"	"556.313034"	"44"	"28"	"0"	"8"	"2"	"0"	"0"	"557.3199988"	"0.516850402"	"0"	"No Peptide Found"	"Non metabolites found"
"19960"	"556.322064"	"44"	"25"	"8"	"6"	"0"	"0"	"0"	"557.3300638"	"0.790646907"	"8"	"P1V2D1K1;G1S1P1V3;A1P1L1K1E1;G2P1T1L2;G1A1P1V1T1L1;G1A1S1P1L2;A2P1V2T1;A2S1P1V1L1"	"Non metabolites found"
"19962"	"556.338186"	"48"	"30"	"0"	"6"	"2"	"0"	"0"	"557.3454856"	"0.786649594"	"0"	"No Peptide Found"	"Non metabolites found"
"19963"	"556.34069"	"48"	"26"	"5"	"6"	"1"	"0"	"0"	"557.3483633"	"0.110641932"	"0"	"No Peptide Found"	"Non metabolites found"
"19964"	"556.358449"	"48"	"26"	"7"	"6"	"0"	"0"	"0"	"557.36638"	"0.765979388"	"7"	"P1V1T1L1K1;S1P1L2K1;G2V2L2;G1A1V3L1;A2V4;G1A2L3;A3V1L2"	"Non metabolites found"
"19965"	"556.369682"	"48"	"25"	"6"	"8"	"0"	"0"	"0"	"557.3775952"	"0.387613993"	"3"	"G1V1L2R1;G1P1K3;A1V2L1R1"	"Non metabolites found"
"19966"	"556.394834"	"52"	"27"	"6"	"6"	"0"	"0"	"0"	"557.402775"	"-0.157124511"	"2"	"V3L1K1;A1L3K1"	"Non metabolites found"
"20960"	"556.973991"	"20"	"8"	"18"	"2"	"0"	"4"	"1"	"579.9632988"	"0.921274135"	"0"	"No Peptide Found"	"Non metabolites found"
"19968"	"556.98663"	"17"	"10"	"16"	"5"	"1"	"2"	"0"	"557.9937911"	"1.441106164"	"0"	"No Peptide Found"	"Non metabolites found"
"19969"	"556.992369"	"16"	"14"	"13"	"5"	"2"	"1"	"0"	"557.999364"	"-0.090803766"	"0"	"No Peptide Found"	"Non metabolites found"
"19971"	"557.003539"	"22"	"12"	"14"	"3"	"1"	"3"	"0"	"558.0115511"	"1.02157558"	"0"	"No Peptide Found"	"Non metabolites found"
"19974"	"557.039924"	"26"	"13"	"13"	"3"	"1"	"3"	"0"	"558.04784"	"-0.257787891"	"0"	"No Peptide Found"	"Non metabolites found"
"19975"	"557.08692"	"24"	"21"	"11"	"3"	"1"	"1"	"0"	"558.0947483"	"0.248616629"	"0"	"No Peptide Found"	"Non metabolites found"
"19976"	"557.10805"	"28"	"18"	"13"	"3"	"1"	"1"	"0"	"558.1155516"	"-0.413952115"	"0"	"No Peptide Found"	"Non metabolites found"
"19978"	"557.126676"	"32"	"19"	"10"	"3"	"2"	"1"	"0"	"558.13441"	"-0.117486366"	"0"	"No Peptide Found"	"Non metabolites found"
"19979"	"557.12918"	"32"	"15"	"15"	"3"	"1"	"1"	"0"	"558.13693"	"-0.042294435"	"0"	"No Peptide Found"	"Non metabolites found"
"19980"	"557.130516"	"28"	"16"	"11"	"7"	"1"	"1"	"0"	"558.1376867"	"-0.031862328"	"0"	"No Peptide Found"	"Non metabolites found"
"19981"	"557.144435"	"32"	"19"	"12"	"3"	"1"	"1"	"0"	"558.1521509"	"-0.928764236"	"0"	"No Peptide Found"	"Non metabolites found"
"19982"	"557.18082"	"36"	"20"	"11"	"3"	"1"	"1"	"0"	"558.1886817"	"-0.099350644"	"0"	"No Peptide Found"	"Non metabolites found"
"19983"	"557.192053"	"36"	"19"	"10"	"5"	"1"	"1"	"0"	"558.1993067"	"0.147064585"	"0"	"No Peptide Found"	"Non metabolites found"
"19984"	"557.196075"	"36"	"24"	"8"	"3"	"1"	"1"	"0"	"558.2036491"	"-0.695047468"	"0"	"No Peptide Found"	"Non metabolites found"
"19985"	"557.210844"	"35"	"25"	"13"	"1"	"0"	"0"	"0"	"558.2181689"	"0.486604483"	"0"	"No Peptide Found"	"Non metabolites found"
"19986"	"557.22947"	"39"	"26"	"10"	"1"	"1"	"0"	"0"	"558.2371621"	"0.598344942"	"0"	"No Peptide Found"	"Non metabolites found"
"19987"	"557.23246"	"40"	"25"	"7"	"3"	"1"	"1"	"0"	"558.2399"	"-0.484979929"	"0"	"No Peptide Found"	"Non metabolites found"
"19988"	"557.247229"	"39"	"26"	"12"	"1"	"0"	"0"	"0"	"558.2550926"	"-0.540272232"	"0"	"No Peptide Found"	"Non metabolites found"
"19989"	"557.262484"	"39"	"30"	"9"	"1"	"0"	"0"	"0"	"558.2701233"	"0.514861058"	"0"	"No Peptide Found"	"Non metabolites found"
"19990"	"557.268845"	"44"	"26"	"6"	"3"	"1"	"1"	"0"	"558.2758222"	"-0.202866225"	"0"	"No Peptide Found"	"Non metabolites found"
"19991"	"557.270562"	"43"	"25"	"5"	"5"	"2"	"0"	"0"	"558.27816"	"0.889855932"	"0"	"No Peptide Found"	"Non metabolites found"
"19992"	"557.282582"	"44"	"21"	"10"	"5"	"0"	"1"	"0"	"558.29062"	"0.720901898"	"0"	"No Peptide Found"	"Non metabolites found"
"19993"	"557.286604"	"44"	"26"	"8"	"3"	"0"	"1"	"0"	"558.2938733"	"0.29313811"	"0"	"No Peptide Found"	"Non metabolites found"
"19994"	"557.299554"	"43"	"24"	"6"	"7"	"1"	"0"	"0"	"558.307022"	"0.088920984"	"0"	"No Peptide Found"	"Non metabolites found"
"19995"	"557.30608"	"43"	"25"	"9"	"5"	"0"	"0"	"0"	"558.3141023"	"1.041093576"	"3"	"P1V1T1L1E1;S1P1L2E1;P1T1L2D1"	"Non metabolites found"
"19996"	"557.317313"	"43"	"24"	"8"	"7"	"0"	"0"	"0"	"558.3251749"	"1.399224719"	"12"	"A1P1D1K2;G1P1K2E1;G2P1V1T1K1;G1A1S1P1V1K1;G2S1P1L1K1;G4V2L1;G3A1V3;A3P1T1K1;G3A2L2;G2A3V1L1;G1A4V2;A6L1"	"Non metabolites found"
"19999"	"557.343332"	"51"	"27"	"3"	"5"	"2"	"0"	"0"	"558.35052"	"0.044306528"	"0"	"No Peptide Found"	"Non metabolites found"
"20000"	"557.353698"	"47"	"25"	"7"	"7"	"0"	"0"	"0"	"558.3614829"	"0.993697989"	"5"	"S1P1V1K2;G2V3K1;G2A1L2K1;G1A2V1L1K1;A3V2K1"	"Non metabolites found"
"20001"	"557.361742"	"47"	"35"	"3"	"3"	"0"	"0"	"0"	"558.3695835"	"0.62913142"	"0"	"No Peptide Found"	"Non metabolites found"
"20002"	"557.372975"	"47"	"34"	"2"	"5"	"0"	"0"	"0"	"558.3809206"	"0.459164413"	"0"	"No Peptide Found"	"Non metabolites found"
"20003"	"557.390083"	"51"	"26"	"6"	"7"	"0"	"0"	"0"	"558.3980867"	"0.902308666"	"2"	"G1L2K2;A1V1L1K2"	"Non metabolites found"
"20007"	"557.910357"	"15"	"6"	"16"	"4"	"4"	"1"	"0"	"558.9183276"	"0.292826358"	"0"	"No Peptide Found"	"Non metabolites found"
"20009"	"557.933411"	"17"	"11"	"14"	"2"	"2"	"3"	"0"	"558.94173"	"-0.806749855"	"0"	"No Peptide Found"	"Non metabolites found"
"20011"	"557.95117"	"17"	"11"	"16"	"2"	"1"	"3"	"0"	"558.959084"	"0.480132274"	"0"	"No Peptide Found"	"Non metabolites found"
"20012"	"557.969796"	"21"	"12"	"13"	"2"	"2"	"3"	"0"	"558.9774233"	"-1.211736512"	"0"	"No Peptide Found"	"Non metabolites found"
"20013"	"557.9723"	"21"	"8"	"18"	"2"	"1"	"3"	"0"	"558.9802745"	"0.091290654"	"0"	"No Peptide Found"	"Non metabolites found"
"21867"	"557.981816"	"20"	"8"	"18"	"2"	"0"	"4"	"2"	"602.9531209"	"0.458878464"	"0"	"No Peptide Found"	"Non metabolites found"
"20015"	"557.987555"	"21"	"12"	"15"	"2"	"1"	"3"	"0"	"558.9952889"	"-0.929749546"	"0"	"No Peptide Found"	"Non metabolites found"
"20016"	"558.007031"	"20"	"11"	"16"	"4"	"1"	"2"	"0"	"559.01454"	"0.43957573"	"0"	"No Peptide Found"	"Non metabolites found"
"20017"	"558.01576"	"20"	"14"	"10"	"6"	"2"	"2"	"0"	"559.0226793"	"-0.60001219"	"0"	"No Peptide Found"	"Non metabolites found"
"21016"	"558.01789"	"22"	"13"	"17"	"1"	"0"	"3"	"1"	"581.0076507"	"-0.055577203"	"0"	"No Peptide Found"	"Non metabolites found"
"20018"	"558.02394"	"25"	"13"	"14"	"2"	"1"	"3"	"0"	"559.0317275"	"-1.284025334"	"0"	"No Peptide Found"	"Non metabolites found"
"20019"	"558.052145"	"24"	"15"	"9"	"6"	"2"	"2"	"0"	"559.0596524"	"0.067481973"	"0"	"No Peptide Found"	"Non metabolites found"
"20020"	"558.075157"	"22"	"16"	"16"	"4"	"1"	"0"	"0"	"559.0825109"	"-0.46990923"	"0"	"No Peptide Found"	"Non metabolites found"
"20021"	"558.077297"	"28"	"17"	"9"	"4"	"2"	"2"	"0"	"559.08504"	"-0.012712847"	"0"	"No Peptide Found"	"Non metabolites found"
"20022"	"558.095056"	"28"	"17"	"11"	"4"	"1"	"2"	"0"	"559.1030285"	"0.339126306"	"0"	"No Peptide Found"	"Non metabolites found"
"20023"	"558.103299"	"27"	"17"	"13"	"4"	"1"	"1"	"0"	"559.1103571"	"-0.035896122"	"0"	"No Peptide Found"	"Non metabolites found"
"20024"	"558.106534"	"26"	"25"	"5"	"4"	"3"	"0"	"0"	"559.1135"	"-0.463737817"	"0"	"No Peptide Found"	"Non metabolites found"
"20025"	"558.110692"	"31"	"19"	"11"	"2"	"2"	"1"	"0"	"559.1183453"	"-1.017262501"	"0"	"No Peptide Found"	"Non metabolites found"
"20026"	"558.117218"	"31"	"20"	"14"	"0"	"1"	"1"	"0"	"559.1249427"	"-1.479715795"	"0"	"No Peptide Found"	"Non metabolites found"
"20028"	"558.128451"	"31"	"19"	"13"	"2"	"1"	"1"	"0"	"559.1363251"	"-1.227196285"	"0"	"No Peptide Found"	"Non metabolites found"
"20030"	"558.135526"	"26"	"24"	"6"	"6"	"2"	"0"	"0"	"559.143344"	"0.054331593"	"0"	"No Peptide Found"	"Non metabolites found"
"20031"	"558.143706"	"31"	"23"	"10"	"2"	"1"	"1"	"0"	"559.1514673"	"-0.172561295"	"0"	"No Peptide Found"	"Non metabolites found"
"20032"	"558.150917"	"31"	"17"	"11"	"6"	"1"	"1"	"0"	"559.1584766"	"0.214036596"	"0"	"No Peptide Found"	"Non metabolites found"
"20033"	"558.164836"	"35"	"20"	"12"	"2"	"1"	"1"	"0"	"559.1726897"	"-1.586586775"	"0"	"No Peptide Found"	"Non metabolites found"
"20034"	"558.171911"	"30"	"25"	"5"	"6"	"2"	"0"	"0"	"559.179482"	"-0.048773311"	"0"	"No Peptide Found"	"Non metabolites found"
"20035"	"558.180091"	"35"	"24"	"9"	"2"	"1"	"1"	"0"	"559.1878085"	"-0.033571105"	"0"	"No Peptide Found"	"Non metabolites found"
"20036"	"558.191324"	"35"	"23"	"8"	"4"	"1"	"1"	"0"	"559.1983409"	"-0.002611097"	"0"	"No Peptide Found"	"Non metabolites found"
"20037"	"558.199567"	"34"	"23"	"10"	"4"	"1"	"0"	"0"	"559.207036"	"0.273486705"	"0"	"No Peptide Found"	"Non metabolites found"
"20038"	"558.205061"	"35"	"18"	"12"	"6"	"0"	"1"	"0"	"559.2124929"	"0.341393733"	"0"	"No Peptide Found"	"Non metabolites found"
"20039"	"558.208296"	"34"	"26"	"4"	"6"	"2"	"0"	"0"	"559.2158611"	"-0.359225902"	"0"	"No Peptide Found"	"Non metabolites found"
"20040"	"558.211667"	"38"	"23"	"4"	"6"	"3"	"0"	"0"	"559.218815"	"-0.076263319"	"0"	"No Peptide Found"	"Non metabolites found"
