"ID"	"Mass"	"Intensity.C1"	"Intensity.C2"	"Intensity.C3"	"Intensity.C4"	"Intensity.C5"	"Intensity.C6"	"Intensity.E15_1"	"Intensity.E15_2"	"Intensity.E15_3"	"Intensity.E15_4"	"Intensity.N1"	"Intensity.N2"	"Intensity.N3"	"Intensity.N4"	"Intensity.pY_C4"	"Intensity.pY_C5"	"Intensity.pY_C6"	"Intensity.pY_E5_1"	"Intensity.pY_E5_2"	"Intensity.pY_E5_3"	"Intensity.pY_E5_4"	"Intensity.pY_N1"	"Intensity.pY_N2"	"Intensity.pY_N3"	"Intensity.pY_N4"	"Intensity.pY_PV1"	"Intensity.pY_PV2"	"Intensity.pY_PV3"	"Intensity.pY_PV4"
3874	758.41742	"0"	"0"	"4321300"	"4167100"	"4377300"	"2664700"	"23606000"	53342000	9845500	19152000	"126740000"	"108020000"	"71157000"	7510200	"150260000"	"43574000"	"0"	3220700	9932300	2230600	"0"	"117510000"	"216220000"	"76379000"	15902000	"30107000"	"4126700"	9437600	6129000
4480	788.43922	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"34746000"	"55074000"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"34746000"	"55074000"	"0"	0	"0"	"0"	0	0
47194	756.40177	"978000000"	"1117800000"	"501370000"	"826330000"	"0"	"72943000"	"194500000"	70909000	49799000	20080000	"0"	"50148000"	"0"	40142000	"851940000"	"0"	"72943000"	0	32191000	36457000	"86432000"	"0"	"50148000"	"0"	40142000	"156170000"	"0"	290250000	136090000
26056	957.40798	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"17488000"	"0"	"76036000"	6403600	"0"	"0"	"0"	0	0	0	"0"	"17488000"	"0"	"76036000"	6403600	"0"	"0"	0	0
71827	921.56475	"64256000"	"98387000"	"79912000"	"0"	"67425000"	"0"	"58655000"	37750000	0	0	"0"	"0"	"0"	0	"0"	"67425000"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"28233000"	"29987000"	0	0
39615	847.4552	"175850000"	"195790000"	"134910000"	"104240000"	"146480000"	"0"	"193790000"	122320000	92679000	45778000	"0"	"0"	"0"	0	"104240000"	"146480000"	"0"	0	0	0	"175950000"	"0"	"0"	"0"	0	"0"	"131530000"	99573000	73211000
5134	913.47566	"0"	"0"	"72766000"	"26897000"	"32844000"	"22205000"	"7186600"	0	0	0	"7549100"	"8100800"	"4836000"	3640200	"37706000"	"32844000"	"20727000"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"9496000"	0	0
142814	888.413	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"6109800"	"11400000"	"25642000"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"25642000"	0	"0"	"0"	0	0
14140	948.49502	"10971000000"	"10755000000"	"6602200000"	"10346000000"	"5070100000"	"2993600000"	"13185000000"	7.82e+09	4196700000	4433500000	"5131200000"	"3783900000"	"5887500000"	3794100000	"10346000000"	"5070100000"	"2993600000"	3983500000	5248200000	5336900000	"10480000000"	"5131200000"	"3783900000"	"5868000000"	3797100000	"8627100000"	"6348100000"	3843900000	5354800000
106586	860.45382	"0"	"0"	"187260000"	"232650000"	"0"	"0"	"413190000"	326280000	209040000	0	"0"	"0"	"0"	0	"232650000"	"0"	"0"	185750000	0	0	"421360000"	"0"	"0"	"0"	0	"378060000"	"137850000"	70054000	0
141156	874.45487	"353990000"	"289210000"	"551960000"	"680680000"	"142530000"	"93787000"	"492910000"	119800000	160800000	8302800	"523740000"	"257480000"	"163370000"	3546900	"644700000"	"133380000"	"101230000"	132640000	254070000	152160000	"436740000"	"523740000"	"257480000"	"141080000"	272600000	"29847000"	"174010000"	54123000	0
1401	805.44464	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"150680000"	"124620000"	"73562000"	0	"0"	"0"	"0"	32301000	0	0	"16346000"	"150680000"	"124620000"	"73562000"	0	"0"	"0"	0	0
69119	889.4579	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"21128000"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"21128000"	0	"0"	"0"	0	0
99414	905.41643	"0"	"0"	"0"	"0"	"0"	"0"	"3392200"	0	0	0	"4918900"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"4918900"	"0"	"0"	0	"0"	"0"	0	0
136502	876.49165	"194560000"	"179270000"	"0"	"106460000"	"181170000"	"61411000"	"446820000"	237490000	59535000	125520000	"816950000"	"632830000"	"138910000"	0	"106460000"	"181170000"	"61411000"	100210000	142190000	0	"291680000"	"816950000"	"632830000"	"138910000"	0	"144960000"	"89449000"	0	0
89166	825.54362	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"55868000"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"55868000"	0	"0"	"0"	0	0
72368	875.49052	"822440000"	"820240000"	"1388400000"	"844300000"	"1127500000"	"925190000"	"1144100000"	910360000	577790000	738480000	"480310000"	"618600000"	"494850000"	474350000	"844300000"	"1127500000"	"925190000"	393430000	471050000	486540000	"504770000"	"480310000"	"618600000"	"515830000"	602890000	"1094400000"	"999980000"	912510000	845400000
96733	958.51238	"0"	"0"	"1190200000"	"882350000"	"0"	"1417100000"	"0"	2567400000	2195400000	2644400000	"760930000"	"818070000"	"0"	522510000	"882350000"	"0"	"1417100000"	1220600000	1133100000	0	"0"	"760930000"	"818070000"	"0"	522510000	"1993200000"	"1763200000"	835090000	955340000
81274	968.42733	"8268200"	"7206100"	"0"	"0"	"0"	"825320"	"112610000"	7670000	88722000	14457000	"109020000"	"136470000"	"88655000"	2628900	"0"	"0"	"0"	10878000	10091000	18873000	"1003600"	"109020000"	"136470000"	"88655000"	2488600	"3156300"	"26833000"	9960500	0
140539	923.50763	"2850500"	"3698400"	"0"	"0"	"3074400"	"0"	"0"	2073600	600750	388400	"745380"	"898550"	"495010"	0	"0"	"3074400"	"0"	0	0	0	"0"	"0"	"0"	"495010"	0	"0"	"0"	0	0
52368	903.52904	"0"	"22349000"	"65485000"	"23843000"	"0"	"0"	"83510000"	26219000	16482000	0	"79150000"	"107760000"	"70434000"	0	"23843000"	"0"	"0"	20570000	22741000	19391000	"0"	"79150000"	"107760000"	"70434000"	0	"0"	"5416500"	0	0
6475	889.4869	"137830000"	"217770000"	"176890000"	"94319000"	"92122000"	"0"	"164520000"	208290000	193390000	140540000	"138080000"	"408450000"	"83961000"	0	"94319000"	"92122000"	"0"	47651000	45547000	315720000	"266860000"	"138080000"	"408450000"	"83961000"	0	"259590000"	"66359000"	67792000	0
6618	831.48142	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
34708	853.41815	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
966	753.41334	"327670000"	"0"	"247630000"	"421920000"	"151690000"	"0"	"0"	208670000	0	198130000	"416750000"	"263670000"	"103860000"	0	"421920000"	"151690000"	"0"	0	0	0	"231050000"	"416750000"	"263670000"	"103860000"	0	"275530000"	"156060000"	163130000	0
9959	962.49204	"0"	"0"	"46323000"	"79909000"	"84476000"	"28661000"	"53501000"	29577000	42014000	31626000	"10975000"	"9316200"	"6360500"	2788900	"74242000"	"79846000"	"51426000"	0	2035300	0	"45043000"	"8961900"	"6729500"	"28075000"	0	"5572500"	"21176000"	30960000	13867000
17540	875.51165	"0"	"8490400"	"6856500"	"9753300"	"44302000"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"44302000"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
31974	928.46141	"4868500"	"0"	"0"	"0"	"0"	"28139000"	"0"	0	0	4713500	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
74744	943.45118	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	2500400	"3009000"	"0"	"0"	"0"	0	"1688100"	"0"	4001400	0
131067	864.47052	"262090000"	"293810000"	"195980000"	"0"	"128930000"	"76648000"	"0"	0	0	0	"206360000"	"148910000"	"224580000"	0	"0"	"128930000"	"76648000"	0	13744000	197660000	"0"	"0"	"0"	"224580000"	0	"156590000"	"0"	0	0
75886	922.45824	"219250000"	"0"	"332590000"	"216000000"	"243320000"	"131200000"	"0"	300400000	259340000	90814000	"192610000"	"182690000"	"0"	197030000	"216000000"	"243320000"	"131200000"	385130000	238110000	0	"0"	"192610000"	"182690000"	"0"	197030000	"148530000"	"448930000"	0	296640000
135116	882.59024	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
69884	803.4	"1222700000"	"1478600000"	"1883800000"	"1439200000"	"613960000"	"1083600000"	"964220000"	868010000	511350000	370460000	"1237700000"	"1097600000"	"961240000"	793150000	"1439200000"	"606960000"	"1025400000"	660400000	539740000	283760000	"1260200000"	"1230700000"	"1151600000"	"945350000"	793150000	"633990000"	"664810000"	555840000	347090000
37290	779.3926	"0"	"0"	"84672000"	"107760000"	"88134000"	"0"	"183840000"	174550000	127370000	109310000	"268210000"	"129210000"	"0"	0	"107760000"	"88134000"	"0"	0	191850000	144420000	"0"	"268210000"	"129210000"	"0"	0	"0"	"0"	86775000	61959000
14481	943.47633	"1469300000"	"847230000"	"1469600000"	"1108200000"	"1112600000"	"600200000"	"472600000"	253120000	514070000	828710000	"304860000"	"118580000"	"389900000"	246550000	"1300300000"	"1089400000"	"555000000"	180370000	436350000	381960000	"572030000"	"348980000"	"179930000"	"191500000"	114810000	"900970000"	"1175300000"	987620000	696320000
114528	911.4171	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"132550000"	"124460000"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"132550000"	"124460000"	"0"	0	"0"	"0"	0	0
1760	891.41604	"37130000000"	"47486000000"	"41980000000"	"36485000000"	"36135000000"	"18932000000"	"19831000000"	1.2845e+10	1.0003e+10	1.336e+10	"14495000000"	"9728100000"	"8695400000"	6347300000	"36155000000"	"35410000000"	"18920000000"	9.695e+09	1.172e+10	1.0464e+10	"26435000000"	"14868000000"	"9903500000"	"9094100000"	6722700000	"13968000000"	"13632000000"	9.23e+09	1.0739e+10
145644	965.5182	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
60086	971.53999	"219660000"	"85427000"	"129880000"	"216710000"	"36065000"	"28441000"	"224400000"	149110000	106410000	110750000	"28199000"	"0"	"9540500"	0	"216710000"	"36065000"	"28441000"	0	0	0	"93482000"	"28199000"	"0"	"0"	0	"266970000"	"117840000"	50627000	59137000
85398	760.4517	"0"	"0"	"0"	"97379000"	"104830000"	"67532000"	"0"	0	0	0	"0"	"0"	"0"	24358000	"97379000"	"104830000"	"67532000"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
12569	940.43242	"6267400000"	"2588400000"	"1062200000"	"1674300000"	"701450000"	"1333100000"	"3845200000"	2.477e+09	3891600000	4628600000	"580370000"	"884300000"	"1342200000"	273720000	"1641800000"	"701450000"	"1331200000"	173610000	2150500000	294490000	"7914800000"	"580370000"	"884300000"	"1342200000"	273720000	"6281400000"	"7221400000"	6640200000	6987100000
13787	864.39122	"281790000"	"70980000"	"5135800"	"138280000"	"69420000"	"0"	"0"	342360000	190380000	204450000	"0"	"0"	"0"	0	"130500000"	"69420000"	"10402000"	0	0	3404800	"283390000"	"0"	"0"	"0"	0	"219750000"	"123540000"	66179000	103970000
100068	866.4974	"0"	"87539000"	"63170000"	"57772000"	"57359000"	"0"	"141600000"	74166000	54847000	0	"151740000"	"94285000"	"0"	24899000	"57772000"	"57359000"	"0"	0	48960000	0	"124720000"	"151740000"	"94285000"	"0"	24899000	"66851000"	"0"	14707000	0
84241	912.52151	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"109150000"	"98434000"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"109150000"	"98434000"	"0"	0	"0"	"0"	0	0
38479	830.46504	"24730000"	"0"	"116660000"	"27323000"	"0"	"0"	"0"	0	0	0	"111630000"	"184850000"	"146060000"	87009000	"27323000"	"0"	"0"	39549000	0	0	"0"	"111630000"	"184850000"	"146060000"	87009000	"0"	"0"	0	0
128744	848.45382	"0"	"0"	"36111000"	"0"	"0"	"0"	"352240000"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
124045	945.50188	"389740000"	"67616000"	"359280000"	"102100000"	"311020000"	"217770000"	"164120000"	116900000	1.52e+08	83955000	"112720000"	"330660000"	"72239000"	97579000	"90199000"	"312120000"	"347490000"	44687000	25242000	41634000	"166800000"	"143350000"	"371650000"	"141540000"	77635000	"110230000"	"30135000"	105140000	122050000
90985	850.42972	"0"	"58969000"	"80998000"	"91705000"	"69692000"	"19700000"	"0"	0	18069000	0	"0"	"0"	"0"	0	"91705000"	"69692000"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
77107	912.4712	"0"	"0"	"0"	"0"	"0"	"0"	"14293000"	13558000	6760500	0	"6000200"	"0"	"1649200"	0	"0"	"0"	"0"	0	0	0	"0"	"6000200"	"0"	"0"	0	"0"	"0"	0	0
26290	963.5277	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"15892000"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"15892000"	"0"	0	"0"	"0"	0	0
66192	886.476	"0"	"0"	"0"	"45365000"	"41910000"	"0"	"0"	0	106950000	129330000	"0"	"0"	"0"	0	"45365000"	"41910000"	"0"	0	0	0	"241300000"	"0"	"0"	"0"	0	"160380000"	"154670000"	0	0
130911	904.46945	"63473000"	"58802000"	"58575000"	"68199000"	"50168000"	"9524500"	"14414000"	0	0	55432000	"0"	"0"	"0"	0	"68199000"	"45644000"	"9524500"	9228900	34191000	46091000	"112110000"	"0"	"0"	"0"	0	"75220000"	"58527000"	0	32129000
113189	975.48729	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	4831400	2752400	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"1395500"	"0"	0	"0"	"0"	0	0
19042	929.49304	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"806630000"	"1243300000"	"294780000"	0	"0"	"0"	"0"	0	0	0	"0"	"806630000"	"1243300000"	"294780000"	0	"0"	"0"	0	0
32840	800.46437	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
17887	963.46953	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	143390000	0	"131070000"	"195590000"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"131070000"	"195590000"	"0"	0	"0"	"0"	0	0
136567	803.45751	"242860000"	"310940000"	"540000000"	"363490000"	"0"	"0"	"1234700000"	773330000	474710000	232480000	"100630000"	"83301000"	"70612000"	149500000	"363490000"	"0"	"0"	392940000	0	0	"808390000"	"100630000"	"83301000"	"70612000"	149500000	"244750000"	"255330000"	248250000	111560000
126565	923.47125	"3030700000"	"3339500000"	"3901000000"	"4627400000"	"3814800000"	"2885100000"	"1315200000"	1526500000	1021700000	1229500000	"1871500000"	"1449000000"	"1172200000"	1.253e+09	"4627400000"	"3814800000"	"2885100000"	1083200000	1049500000	1452100000	"1708800000"	"1871500000"	"1449000000"	"1172200000"	1.253e+09	"2502000000"	"2079700000"	1267600000	1474100000
27894	800.46437	"82895000000"	"63611000000"	"78191000000"	"95804000000"	"76797000000"	"56376000000"	"37877000000"	2.8076e+10	2.963e+10	3.856e+10	"37739000000"	"37127000000"	"34135000000"	2.3187e+10	"95832000000"	"76796000000"	"56359000000"	2.7454e+10	2.5403e+10	3.4693e+10	"59251000000"	"37737000000"	"37256000000"	"34150000000"	2.3197e+10	"49067000000"	"50377000000"	3.8941e+10	3.2798e+10
83374	948.45863	"0"	"2685100000"	"1523800000"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	7334800	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
124048	864.45928	"0"	"0"	"0"	"0"	"0"	"0"	"3419000"	0	0	0	"98895000"	"31830000"	"36870000"	0	"0"	"0"	"0"	0	1598100	0	"0"	"98895000"	"31830000"	"36870000"	0	"0"	"0"	6073100	0
125676	922.56	"0"	"0"	"0"	"121740000"	"149830000"	"0"	"184080000"	129520000	0	0	"395190000"	"268130000"	"282950000"	105650000	"157170000"	"149830000"	"0"	212850000	0	0	"0"	"395190000"	"268130000"	"282950000"	105650000	"0"	"126480000"	0	0
1500	719.36361	"62170000"	"34759000"	"42180000"	"39631000"	"28528000"	"0"	"26451000"	0	47478000	80826000	"0"	"0"	"23075000"	0	"39631000"	"28528000"	"0"	0	26460000	63599000	"83741000"	"0"	"0"	"23075000"	0	"87122000"	"0"	53068000	0
73340	901.52462	"0"	"0"	"0"	"0"	"0"	"0"	"0"	10704000	0	0	"0"	"0"	"22893000"	0	"0"	"0"	"0"	0	17855000	0	"0"	"0"	"0"	"22893000"	0	"0"	"0"	5901300	0
61716	914.52592	"198580000"	"227100000"	"265260000"	"301630000"	"161420000"	"570720000"	"320730000"	205840000	132090000	191730000	"269150000"	"200540000"	"312470000"	261480000	"301630000"	"161420000"	"570720000"	138020000	109780000	108790000	"173670000"	"245130000"	"200540000"	"312470000"	261480000	"290120000"	"233030000"	127620000	101820000
13703	886.43309	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
36477	833.41056	"0"	"31536000"	"28956000"	"22715000"	"23791000"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"22715000"	"23791000"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
133877	847.48035	"2324200000"	"2293900000"	"4024600000"	"1520100000"	"2385400000"	"1383200000"	"2646600000"	1260200000	880770000	801450000	"1142100000"	"974910000"	"1130800000"	774090000	"1520100000"	"2385400000"	"1383200000"	1084500000	834600000	759100000	"1646500000"	"1142100000"	"1003100000"	"1130800000"	774090000	"1267500000"	"1431600000"	1943700000	1117700000
75018	800.4756	"0"	"0"	"945560000"	"368640000"	"916760000"	"558330000"	"23808000"	0	0	0	"561460000"	"492330000"	"0"	337560000	"0"	"458380000"	"0"	187060000	0	0	"0"	"0"	"492330000"	"0"	337560000	"215270000"	"0"	0	0
141538	936.47052	"30520000000"	"39585000000"	"34268000000"	"26430000000"	"26013000000"	"16147000000"	"23417000000"	1.2769e+10	1.4789e+10	1.0332e+10	"25734000000"	"16958000000"	"22862000000"	1.6368e+10	"26418000000"	"26013000000"	"16151000000"	1.2831e+10	2186500000	1.7221e+10	"15550000000"	"25734000000"	"16975000000"	"22862000000"	1.6393e+10	"21874000000"	"17265000000"	1.2052e+10	6596700000
112206	870.39795	"0"	"0"	"0"	"0"	"0"	"0"	"52958000"	52904000	0	0	"101060000"	"112290000"	"0"	0	"0"	"0"	"0"	0	0	18478000	"0"	"101060000"	"112290000"	"0"	0	"0"	"0"	0	0
105793	965.51167	"477530000"	"544840000"	"326130000"	"0"	"0"	"182190000"	"470100000"	608900000	390990000	627750000	"287090000"	"88420000"	"129900000"	0	"0"	"0"	"182190000"	392780000	865850000	544950000	"425020000"	"287090000"	"88420000"	"129900000"	0	"605910000"	"548520000"	306640000	170950000
38181	871.45922	"0"	"0"	"0"	"0"	"0"	"0"	"41960000"	30591000	0	0	"0"	"11048000"	"9682900"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"11048000"	"9682900"	0	"35939000"	"52189000"	5699200	0
26323	788.42798	"61819000"	"125440000"	"37001000"	"120590000"	"133120000"	"52350000"	"32296000"	30628000	11597000	20932000	"0"	"15304000"	"8577500"	1199900	"155970000"	"133120000"	"71961000"	0	0	0	"20905000"	"38739000"	"0"	"8577500"	0	"17378000"	"0"	29439000	1778100
16555	901.38176	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"341050000"	"182310000"	"74280000"	57487000	"0"	"0"	"0"	0	0	0	"0"	"473350000"	"182310000"	"65198000"	62581000	"0"	"0"	0	0
131807	839.45012	"0"	"0"	"0"	"0"	"0"	"0"	"0"	4102700	15549000	0	"0"	"7204100"	"0"	0	"0"	"0"	"0"	0	0	0	"25231000"	"0"	"7204100"	"0"	0	"0"	"0"	0	0
36641	907.4651	"1786500000"	"1973100000"	"1224900000"	"1187200000"	"1306800000"	"237690000"	"763220000"	210250000	881530000	1147500000	"200480000"	"369420000"	"202270000"	36302000	"1187200000"	"1209400000"	"279950000"	74574000	85287000	42960000	"497930000"	"197820000"	"414340000"	"154910000"	27836000	"793510000"	"693950000"	841030000	710710000
85478	821.3928	"153980000"	"1315600000"	"212540000"	"217760000"	"144760000"	"108400000"	"249010000"	120750000	79176000	99291000	"131020000"	"118670000"	"90475000"	115650000	"217760000"	"144760000"	"108400000"	82921000	58995000	81692000	"165810000"	"131020000"	"118670000"	"90475000"	115650000	"134990000"	"107030000"	122540000	127170000
54195	915.5178	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"313260000"	"220310000"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"313260000"	"220310000"	"0"	0	"0"	"0"	0	0
18273	928.4542	"4940800000"	"6048100000"	"5717000000"	"5797000000"	"6063800000"	"3965700000"	"3123500000"	2188600000	1230400000	1905200000	"2031000000"	"1756000000"	"2046500000"	1086300000	"5797000000"	"6067400000"	"3965700000"	1737800000	2225800000	1568400000	"2399300000"	"2031000000"	"1757100000"	"2046500000"	1086300000	"2183300000"	"2193300000"	1431400000	1263800000
52936	931.46644	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	15130000	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	15130000	"0"	"0"	0	0
30225	931.45118	"0"	"0"	"0"	"0"	"0"	"0"	"29406000"	0	0	0	"429050000"	"281200000"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"429050000"	"281200000"	"0"	0	"0"	"0"	0	0
49183	948.50288	"477910000"	"396730000"	"0"	"152530000"	"0"	"628590000"	"879230000"	972870000	698050000	0	"741610000"	"565340000"	"278950000"	118340000	"152530000"	"0"	"628590000"	0	0	0	"1715200000"	"747180000"	"565340000"	"278950000"	0	"938750000"	"1113200000"	379230000	519040000
70850	908.4756	"58659000"	"116580000"	"95302000"	"140100000"	"121360000"	"138730000"	"1953200000"	3201200000	1665600000	44734000	"3536200000"	"2104800000"	"2031400000"	2186500000	"130330000"	"121360000"	"138730000"	23231000	16215000	1362300000	"2702500000"	"3496300000"	"2022100000"	"2031400000"	2177100000	"1608600000"	"1342900000"	1720600000	1621100000
82120	907.49496	"905510000"	"1057900000"	"0"	"574570000"	"517580000"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"574570000"	"517580000"	"0"	424510000	258460000	189260000	"0"	"0"	"0"	"0"	0	"314450000"	"411800000"	369920000	436490000
138871	854.36578	"0"	"0"	"1334100"	"0"	"865920"	"0"	"10820000"	4754400	5415100	888250	"1254600"	"0"	"0"	0	"0"	"865920"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
74074	950.54368	"775650000"	"1000800000"	"620610000"	"240020000"	"17938000"	"239600000"	"1369700000"	274720000	0	155850000	"433670000"	"370120000"	"534000000"	109100000	"240020000"	"17938000"	"239600000"	139700000	519830000	0	"240610000"	"433670000"	"370120000"	"534000000"	109100000	"55591000"	"755360000"	119460000	177880000
58468	972.5604	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
36263	959.40185	"517290"	"561010"	"685000"	"0"	"0"	"0"	"23250000"	2624000	10307000	0	"0"	"20011000"	"14405000"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"20011000"	"14405000"	0	"0"	"365010"	0	0
51176	907.48756	"47848000"	"53079000"	"115900000"	"110320000"	"0"	"40830000"	"71359000"	41402000	11652000	0	"0"	"0"	"0"	0	"110320000"	"0"	"0"	46527000	0	0	"61952000"	"0"	"0"	"0"	0	"117660000"	"0"	59639000	50111000
98024	849.43447	"1122800000"	"450720000"	"1465900000"	"0"	"0"	"0"	"678950000"	224260000	301050000	755270000	"3923700"	"0"	"91746000"	0	"0"	"0"	"0"	205520000	0	579910000	"1117900000"	"883650000"	"670890000"	"91746000"	0	"531560000"	"496670000"	395540000	397780000
35606	897.52837	"0"	"0"	"0"	"0"	"0"	"0"	"0"	291640000	255240000	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
1921	829.44464	"30146000"	"0"	"59071000"	"0"	"25548000"	"0"	"0"	0	0	0	"0"	"0"	"25982000"	74386000	"0"	"25548000"	"0"	0	0	0	"0"	"0"	"0"	"25982000"	74386000	"0"	"0"	0	0
78267	938.51853	"3655100000"	"6098800000"	"6509000000"	"3866900000"	"4568100000"	"3890800000"	"5545200000"	3849800000	3609500000	2002600000	"2297200000"	"2207300000"	"2982800000"	1595300000	"3866900000"	"4534000000"	"3884500000"	1861300000	2182600000	1860900000	"2593800000"	"2254600000"	"2328000000"	"2982800000"	1595300000	"4247900000"	"3808900000"	1886100000	1725600000
125459	945.42258	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"0"	"0"	0	0
137885	955.53385	"0"	"0"	"0"	"0"	"0"	"112700000"	"116850000"	88523000	74508000	0	"0"	"0"	"0"	71357000	"0"	"0"	"112700000"	77400000	136170000	0	"0"	"0"	"0"	"0"	71357000	"19056000"	"0"	66259000	65086000
78067	843.50657	"29925000"	"0"	"203450000"	"37285000"	"0"	"0"	"79672000"	0	85021000	240180000	"258200000"	"229000000"	"197000000"	172990000	"37285000"	"0"	"429180000"	128610000	38795000	0	"112190000"	"258200000"	"167210000"	"0"	172990000	"277710000"	"0"	0	27369000
60857	919.51272	"0"	"0"	"0"	"94208000"	"69730000"	"73507000"	"239740000"	0	75590000	17784000	"0"	"24253000"	"235660000"	0	"94208000"	"69730000"	"73507000"	76019000	70565000	72343000	"63282000"	"0"	"24253000"	"235660000"	0	"0"	"86479000"	39681000	79836000
84438	946.41533	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"192750000"	"182230000"	"95838000"	114930000	"0"	"0"	"0"	0	0	0	"0"	"363900000"	"182230000"	"95838000"	114930000	"0"	"0"	0	0
15498	871.50148	"0"	"0"	"0"	"0"	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	0	"0"	"0"	"0"	0	0	0	"0"	"0"	"0"	"0"	0	"10545000"	"0"	0	0
