ID	Mass	RT
7283	219,111124	3,5181
7284	219,111324	1,1453
7287	219,111824	1,2159
7291	219,126724	10,9534
7298	219,145224	7,3002
7299	219,146924	1,503
7300	219,147824	1,2658
7301	219,594324	1,2121
7305	220,006724	1,1181
7310	220,034324	1,0462
7319	220,073024	1,2654
7325	220,085024	1,8688
7328	220,085224	1,5528
7339	220,109124	4,806
7342	220,112524	7,0041
7343	220,113024	2,9907
7345	220,113924	5,8059
7346	220,116324	3,5206
7348	220,120424	4,1674
7350	220,122324	6,8103
7351	220,122624	6,5594
7360	221,017024	1,0596
7361	221,053824	1,1804
7366	221,068924	5,5481
7368	221,069124	5,9384
7369	221,069424	6,9764
7370	221,069524	5,6293
7372	221,069824	4,3886
7371	221,069824	4,7508
7374	221,088924	1,8697
7375	221,090824	1,1089
7382	222,035724	6,1603
7381	222,035724	6,3576
7386	222,054024	1,1301
7388	222,067324	1,0772
7390	222,073024	5,9408
7393	222,074224	6,98
7398	222,090124	8,8672
7402	222,092024	5,023
7403	222,097824	4,3649
7408	222,100424	4,0438
7407	222,100424	5,3008
7409	222,100724	6,5732
7413	222,112124	3,6201
7426	222,173424	5,0572
7431	223,048424	5,233
7434	223,085924	3,9209
7437	223,121324	3,6825
7445	223,177324	5,0612
7448	223,976424	1,6756
7449	223,976824	1,277
7451	224,011024	1,0685
7455	224,052924	5,2306
7458	224,089524	1,2628
7459	224,090324	1,4428
7476	224,142124	5,2547
7486	224,632724	1,2436
7488	224,975824	4,2755
7490	224,990524	4,3683
7497	225,059424	4,3858
7501	225,065524	1,2553
7502	225,067324	1,154
7503	225,077724	4,0091
7507	225,111624	2,8174
7513	225,148924	5,356
7514	225,149024	4,2964
7519	225,929424	1,0469
7520	225,982924	1,6739
7523	225,998624	1,5592
7525	226,010824	1,1959
7527	226,029224	1,5574
7529	226,060024	1,1738
7530	226,060624	1,8712
7531	226,064924	1,2577
7532	226,065324	7,5178
7534	226,067924	3,7593
7535	226,068424	3,6824
7537	226,078324	5,5
7540	226,082924	7,2575
7546	226,089724	4,7832
7547	226,091624	1,2642
7550	226,096224	6,2122
7551	226,096324	2,8448
7563	226,118524	10,1169
7582	226,168324	4,6111
7581	226,168324	7,3409
7583	226,168424	4,316
7584	226,168424	7,5568
7585	226,168524	3,6741
7586	226,168524	3,7692
7589	226,168724	4,0806
7590	226,168724	4,4131
7591	226,169024	6,8117
7592	226,169124	7,1256
7593	226,169224	7,0374
7597	226,984624	2,1113
7601	227,020724	4,748
7602	227,027524	1,3601
7603	227,038924	1,261
7604	227,043924	1,1782
7608	227,072424	6,21
7609	227,072624	7,1764
7618	227,109224	5,5065
7620	227,122624	10,1168
7630	227,127424	6,0542
7633	227,127624	6,6591
7634	227,127724	6,8914
7639	227,128524	4,9043
7641	227,128924	5,2021
7642	227,129524	2,1282
7644	227,130024	1,2641
7651	227,152424	10,6953
7652	227,152824	9,9504
7654	227,161124	4,739
7657	227,163724	2,087
7658	227,165924	4,3916
7663	227,170124	1,2382
7678	228,010924	4,3878
7680	228,023024	5,1067
7686	228,063524	1,2203
7687	228,063824	3,4854
7689	228,066224	1,1428
7690	228,066224	5,0274
7694	228,078424	6,8683
7695	228,078724	7,1771
7698	228,079524	6,2087
7700	228,079724	7,8198
7703	228,079924	5,577
7705	228,086024	4,5386
7711	228,089724	5,1674
7716	228,093224	3,8808
7723	228,112124	3,2111
7724	228,112824	5,3413
7725	228,113524	6,2487
7727	228,114024	2,7239
7728	228,114424	5,9102
7730	228,115824	3,5991
7731	228,115924	4,6881
7733	228,116024	5,6605
7732	228,116024	8,3463
7734	228,116124	4,3279
7740	228,117224	4,9164
7743	228,117424	6,0682
7747	228,117924	5,4812
7748	228,118124	6,5536
7752	228,119924	6,376
7753	228,121124	7,619
7754	228,122524	5,0415
7775	228,143324	5,6983
7784	228,144924	6,6979
7786	228,145324	6,0083
7787	228,145424	3,5851
7788	228,145524	4,6118
7789	228,145924	5,5608
7790	228,146224	6,4977
7794	228,146724	6,2296
7795	228,147024	4,0914
7797	228,147124	4,4121
7796	228,147124	5,2267
7798	228,147324	1,2659
7800	228,147324	1,8532
7799	228,147324	3,8918
7801	228,147524	1,6474
7803	228,147824	1,4253
7805	228,152724	10,6942
7818	229,036324	5,8068
7825	229,075524	5,6162
7833	229,082824	7,1773
7834	229,083324	6,2087
7838	229,094124	5,1671
7846	229,107324	4,4296
7847	229,107524	1,2604
7852	229,115124	5,3399
7854	229,117724	4,3301
7857	229,119424	8,3471
7864	229,120724	6,5547
7872	229,136324	1,5706
7873	229,136924	1,6603
7874	229,146024	1,4374
7878	229,149224	6,4953
7881	229,150024	1,2686
7882	229,151024	5,2293
7889	229,631424	1,2672
7890	229,648124	4,7351
7891	229,954624	1,4992
7893	229,983324	1,3537
7894	229,983424	1,2574
7898	229,988924	3,9203
7901	229,990024	4,3871
7904	230,022024	1,5894
7905	230,030324	3,1205
7906	230,031124	1,2178
7907	230,033424	1,4579
7911	230,056724	3,8111
7912	230,059124	6,5009
7915	230,072224	1,6234
7916	230,074224	1,5261
7919	230,077024	2,1255
7920	230,077424	1,9747
7924	230,086924	7,1808
7926	230,088324	1,4721
7928	230,089724	3,8903
7934	230,098224	4,2704
7939	230,104524	5,0639
7941	230,105524	5,3397
7944	230,107324	6,2142
7949	230,117624	6,3606
7954	230,126924	1,0851
7957	230,127924	5,8384
7959	230,129124	7,5074
7965	230,130124	4,9251
7968	230,131524	6,0607
7970	230,132824	7,2092
7980	230,163124	3,675
7981	230,163124	8,2998
7982	230,163224	6,3228
7983	230,163424	4,3206
7985	230,163624	3,9698
7994	231,000224	5,6267
8003	231,032324	4,7412
8011	231,089624	6,0689
8019	231,109224	5,064
8021	231,109424	5,34
8026	231,113324	1,5592
8027	231,118424	1,1319
8028	231,125424	1,2634
8031	231,130424	1,086
8034	231,134524	3,393
8041	231,166924	4,3201
8043	231,634724	3,7935
8045	231,970924	2,1085
8052	231,999324	1,0509
8054	232,004224	1,5679
8058	232,005924	4,7423
8063	232,038724	1,6762
8065	232,050624	1,2369
8066	232,055624	1,0984
8067	232,055624	1,6239
8070	232,089324	2,1022
8072	232,089724	4,2151
8077	232,106424	6,0568
8078	232,106724	3,6083
8088	232,111624	5,0727
8089	232,111824	7,1833
8094	232,122924	6,6364
8100	232,142524	3,5273
8103	232,143524	3,7789
8105	232,144024	4,788
8108	232,146724	4,2339
8110	232,147024	5,2683
8112	232,147124	6,784
8113	232,147224	7,4241
8115	232,149824	6,9371
8117	232,150324	6,021
8121	232,157024	4,6256
8122	232,157324	5,4664
8123	232,157524	5,1493
8124	232,157624	4,8653
8125	232,157624	7,8207
8128	232,158724	6,4465
8129	232,158924	7,9218
8131	232,976824	3,1693
8135	233,036424	1,1219
8137	233,055224	3,3772
8141	233,070424	5,6431
8142	233,070524	4,2396
8144	233,091324	1,0552
8145	233,093924	1,2473
8151	233,130924	1,1846
8152	233,135624	4,2424
8156	233,150924	5,2644
8167	233,984024	3,1735
8168	233,985424	1,4259
8170	234,014124	1,0496
8175	234,052524	1,6881
8179	234,060424	4,8089
8192	234,095324	6,9112
8199	234,101024	5,4058
8198	234,101024	6,1041
8200	234,101324	5,9414
8201	234,101824	6,6808
8203	234,101924	4,1748
8210	234,105724	6,5406
8217	234,114824	5,6044
8219	234,122324	7,706
8221	234,123024	7,1296
8222	234,125124	4,3332
8223	234,126124	6,3822
8224	234,126224	5,7209
8225	234,126524	4,9904
8231	234,133024	5,1158
8232	234,133624	3,7179
8235	234,135324	6,1065
8236	234,135724	3,6161
8243	234,140524	8,5905
8244	234,162924	7,8921
8249	235,066224	1,4694
8252	235,086324	5,9421
8253	235,089124	5,3926
8258	235,104824	6,6814
8260	235,129124	6,3831
8263	235,142424	1,1026
8265	235,569024	1,47
8266	235,990124	1,0482
8268	236,055224	1,5479
8270	236,080424	1,6478
8275	236,084124	4,3916
8278	236,116724	4,138
8282	236,117824	3,9474
8283	236,118124	4,6929
8287	236,124824	6,3619
8290	236,139124	4,4237
8291	236,139424	5,3533
8293	236,140224	4,2723
8295	236,141124	5,9895
8297	236,141324	4,8265
8300	236,141424	5,1054
8301	236,141524	3,8326
8302	236,141524	4,0366
8304	236,141824	5,7665
8310	236,143324	8,577
8312	237,031724	1,113
8314	237,045924	8,2232
8316	237,063924	5,5414
8317	237,064024	1,2385
8319	237,064524	6,16
8320	237,064924	5,7053
8323	237,101124	3,4157
8327	237,145524	3,8324
8330	238,034524	6,357
8334	238,068324	1,2397
8342	238,100224	4,4162
8344	238,103324	1,2561
8349	238,144824	4,7081
8352	238,159824	6,5063
8354	238,624724	4,2933
8362	239,107824	5,5042
8372	239,972824	1,5591
8373	240,012424	1,5646
8381	240,047524	6,3576
8382	240,048524	6,1585
8393	240,062324	6,932
8394	240,063524	1,1305
8395	240,072424	4,2413
8397	240,072924	1,2253
8404	240,078624	5,3089
8406	240,093724	4,3829
8408	240,114524	3,5636
8409	240,125824	1,2126
8410	240,145124	1,7991
8414	240,146224	2,3379
8419	240,147824	1,2674
8423	240,148024	1,4342
8422	240,148024	1,6098
8431	240,998424	4,8099
8440	241,072124	6,9352
8442	241,085324	4,08
8443	241,092924	2,9966
8444	241,096424	1,1257
8446	241,110924	7,5665
8450	241,132624	8,3494
8456	241,144024	5,9066
8457	241,144324	6,2236
8459	241,144724	6,07
8460	241,145024	3,35
8462	241,146124	5,7679
8468	241,148924	3,5851
8472	241,151124	2,3367
8477	241,152824	1,2698
8478	241,152824	1,6031
8487	241,179724	4,6701
8490	241,182524	4,9844
8501	241,550624	1,2379
8502	241,962424	1,6707
8504	241,984424	1,6746
8505	241,986024	1,2114
8509	242,001324	1,5783
8515	242,035024	1,2237
8517	242,040824	3,6866
8519	242,041224	3,7568
8521	242,043124	1,14
8525	242,059224	5,2212
8526	242,059224	7,1218
8527	242,059324	5,6211
8528	242,059924	5,9402
8531	242,061924	7,3754
8534	242,065924	1,6572
8540	242,078524	3,9808
8543	242,081324	7,2212
8556	242,126724	3,6333
8557	242,127124	4,7903
8559	242,127624	6,2779
8560	242,127724	5,193
8561	242,127724	5,9643
8563	242,127824	3,714
8565	242,128024	5,3439
8569	242,128424	6,0999
8572	242,129024	5,0757
8574	242,129324	5,748
8591	242,148224	5,908
8597	242,161924	4,1629
8603	242,163024	2,2786
8609	242,163924	4,403
8620	243,045024	3,6936
8622	243,052324	5,9397
8623	243,052324	6,9763
8626	243,058424	1,471
8629	243,063024	5,2213
8633	243,068024	1,2657
8639	243,072124	4,3854
8641	243,086724	1,124
8642	243,086924	3,9225
8646	243,113024	1,1893
8647	243,113524	4,1865
8657	243,130324	4,7862
8658	243,130724	3,622
8669	243,159924	1,2608
8675	243,560224	1,4724
8685	244,009024	1,5823
8692	244,056824	5,939
8695	244,065624	1,4381
8696	244,070824	1,26
8697	244,071324	1,1705
8698	244,072524	4,1038
8702	244,075324	5,4284
8703	244,075924	6,4453
8704	244,076324	3,5986
8719	244,096124	2,1134
8720	244,096524	8,2178
8724	244,105124	4,1739
8725	244,105924	1,1427
8727	244,106724	4,5471
8728	244,107324	4,3267
8729	244,107624	5,3037
8733	244,110624	3,9424
8734	244,110724	1,2324
8736	244,112524	5,0142
8737	244,112924	3,7756
8744	244,123724	4,3695
8747	244,124224	6,9288
8748	244,124724	5,3415
8750	244,124924	4,2102
8751	244,126024	6,6972
8752	244,130024	3,6771
8753	244,131224	7,1728
8768	244,179224	5,3725
8769	244,179224	6,1927
8771	244,179324	4,7014
8770	244,179324	5,0978
8772	244,179424	4,9671
8773	244,179424	5,9001
8786	245,012824	4,8114
8787	245,031824	5,2354
8792	245,070224	5,9419
8794	245,073024	4,1704
8802	245,085624	1,2624
8804	245,091524	1,0554
8810	245,131524	4,2158
8816	245,138424	4,6877
8818	245,139224	3,2194
8823	245,146224	1,2639
8828	245,172024	3,9006
8829	245,172224	1,1696
8832	245,172924	3,6582
8834	245,173024	3,7548
8835	245,173824	3,5756
8843	245,632824	4,2735
8847	245,982924	4,812
8851	245,984324	5,0289
8853	245,986624	1,5657
8856	246,013824	1,2197
8859	246,016924	4,8099
8865	246,021924	2,6079
8867	246,035824	1,6422
8871	246,051724	1,9761
8874	246,055224	4,1753
8878	246,072024	1,4762
8881	246,073824	1,2099
8882	246,080424	3,487
8885	246,101824	3,9818
8894	246,105324	6,1555
8896	246,105624	6,2593
8899	246,109924	2,1009
8902	246,112824	5,3497
8905	246,114924	2,3264
8904	246,114924	5,1917
8906	246,117224	5,7533
8911	246,121424	1,532
8912	246,122024	5,0119
8914	246,122624	1,2575
8915	246,123324	4,0112
8919	246,124724	5,9205
8922	246,124924	3,6006
8925	246,125824	3,7269
8927	246,126224	6,5542
8928	246,126224	8,3464
8929	246,126324	4,3284
8930	246,126324	6,3085
8935	246,129824	4,1707
8936	246,132024	4,6712
8937	246,134324	1,2546
8941	246,136924	9,791
8944	246,137524	7,3016
8945	246,137624	5,284
8954	246,157724	6,0326
8972	247,049524	3,5961
8974	247,075824	1,4721
8981	247,085524	8,666
8982	247,085724	5,6266
8991	247,109324	1,0675
8996	247,125824	5,009
9007	247,130524	8,3464
9008	247,130624	6,5555
9010	247,130824	4,3285
9013	247,141024	7,3004
9014	247,141924	5,7402
9016	247,145424	1,6214
9017	247,145724	1,2614
9020	247,153724	3,998
9022	247,964324	1,5002
9023	248,031224	1,0476
9032	248,069724	4,9032
9033	248,070524	4,5311
9040	248,105124	5,6932
9041	248,105724	5,1734
9042	248,105824	6,4435
9043	248,105924	6,1166
9045	248,107424	5,3207
9047	248,107824	6,2355
9051	248,112024	5,8641
9055	248,119324	4,1611
9056	248,119724	6,8167
9064	248,127324	6,5682
9065	248,128324	4,3289
9080	249,064924	1,2446
9081	249,069924	1,5314
9082	249,085624	1,0502
9085	249,109324	6,4443
9095	250,015724	2,3365
9096	250,033724	1,0464
9097	250,047324	4,9466
9100	250,084624	6,2241
9103	250,096024	5,4314
9106	250,096824	2,6047
9111	250,098824	4,2145
9116	250,133524	4,6907
9128	250,144524	4,4789
9131	250,153624	5,2652
9139	251,046424	1,478
9140	251,064224	1,5233
9145	251,065924	3,3312
9146	251,065924	3,4112
9154	251,081324	3,7452
9155	251,081424	4,2431
9162	251,628824	1,2614
9167	252,069324	3,3333
9171	252,070524	3,403
9176	252,091724	6,1664
9177	252,099524	6,3576
9185	252,110324	6,108
9187	252,111624	4,1363
9188	252,112424	4,9359
9189	252,112524	3,9137
9192	252,113124	3,6201
9195	252,114424	2,12
9201	252,136024	5,6405
9202	252,136424	6,3867
9206	252,137224	5,7215
9215	252,159224	6,5187
9216	252,159624	4,7518
9219	252,160224	4,6591
9227	252,181024	5,0106
9241	253,092624	6,366
9243	253,106124	6,3602
9248	253,116324	6,1044
9251	253,132524	2,3055
9253	253,134824	3,3203
9256	253,139824	6,3873
9258	253,143824	3,8113
9261	253,144324	6,5622
9268	253,154224	3,9987
9271	254,041224	1,8832
9272	254,046924	1,1985
9274	254,060724	5,6804
9275	254,061424	4,3916
9281	254,101024	1,0979
9286	254,131124	3,6075
9294	254,152224	3,8307
9295	254,152824	5,3584
9296	254,153124	4,8256
9297	254,153324	4,0344
9305	254,661324	4,3796
9306	255,021624	3,9461
9311	255,075224	1,2512
9312	255,075224	3,9963
9313	255,075824	1,1616
9314	255,088124	1,5561
9317	255,102024	4,6078
9319	255,109724	3,6999
9320	255,122124	1,2641
9326	255,159924	5,9408
9332	255,174024	4,7059
9338	256,005824	4,8131
9342	256,053324	3,1171
9344	256,053924	1,1509
9347	256,075224	1,2393
9349	256,108224	1,1483
9354	256,131724	4,3865
9355	256,132224	4,8081
9368	256,178524	6,7718
9372	256,179424	6,3453
9374	256,180024	6,8558
9375	256,180124	7,7458
9381	256,988224	3,1711
9393	257,097824	1,2262
9394	257,102024	1,0525
9396	257,120024	1,1314
9398	257,129324	1,67
9399	257,131024	1,5699
9402	257,134824	1,2646
9405	257,136224	4,8062
9408	257,138324	5,8134
9421	257,986724	1,5604
9423	258,014424	3,6894
9424	258,025224	1,5653
9426	258,032624	1,2571
9430	258,053824	6,4996
9432	258,054124	5,3488
9433	258,054224	4,4978
9439	258,055524	4,8168
9440	258,055724	5,7856
9444	258,058224	2,5839
9459	258,077324	1,125
9460	258,077324	5,0291
9464	258,085324	3,6179
9468	258,091324	4,2369
9474	258,110124	1,0553
9476	258,121224	1,2578
9477	258,122324	1,393
9478	258,122424	1,1571
9485	258,137824	7,8239
9486	258,137924	7,5667
9492	258,157724	1,211
9494	258,158324	1,7599
9499	258,195024	7,2803
9500	258,646624	5,6971
9503	258,993324	3,1607
9507	259,014524	1,5362
9510	259,015824	1,2677
9509	259,015824	3,9462
9516	259,048624	1,0614
9518	259,058724	6,4993
9519	259,059324	4,4977
9523	259,098424	4,0908
9525	259,107724	3,9227
9526	259,110524	1,1159
9528	259,126224	1,3925
9529	259,134224	1,2622
9531	259,141924	7,5668
9535	259,153724	5,6862
9537	259,154624	1,528
9538	259,154824	6,2194
9547	259,164224	1,2181
9559	259,188624	5,9034
9560	259,188724	1,7823
9565	259,189824	1,1732
9566	259,189824	5,1231
9568	259,190224	4,4037
9569	259,190224	4,7345
9571	259,190424	2,8156
9573	259,190624	3,8056
9574	259,190724	5,2901
9577	259,194324	1,2543
9580	259,591324	1,2664
9589	260,001524	3,1692
9596	260,016024	1,5428
9598	260,034024	1,0669
9599	260,038624	1,2268
9605	260,045424	1,4465
9606	260,053024	1,1377
9615	260,087524	2,135
9616	260,091824	1,2174
9619	260,113024	1,1225
9620	260,114724	5,9595
9622	260,114824	4,3878
9624	260,122924	4,4203
9628	260,126424	5,5291
9631	260,132924	3,9671
9632	260,133624	1,06
9637	260,138124	1,2622
9638	260,138124	4,0536
9639	260,138224	1,8574
9640	260,138424	4,1844
9645	260,150624	6,4467
9647	260,151124	5,3003
9651	260,152024	4,6245
9652	260,152024	5,6329
9653	260,152224	4,8509
9654	260,152424	7,8237
9655	260,152624	5,4564
9658	260,152724	6,2642
9659	260,153224	5,1472
9660	260,153224	7,9279
9665	260,161224	4,9618
9666	260,167524	6,3948
9676	260,192724	4,4004
9683	260,638024	3,7453
9691	261,025424	1,5328
9692	261,031524	1,268
9694	261,056324	1,1388
9704	261,122524	1,187
9708	261,137124	1,2565
9714	261,151524	2,0557
9723	261,173324	10,7896
9728	261,980124	1,4528
9735	262,013024	3,1444
9737	262,014724	1,6129
9738	262,017524	1,5258
9741	262,044424	1,4689
9743	262,049624	6,5043
9744	262,050124	1,2676
9750	262,077524	1,0931
9751	262,081024	1,1569
9753	262,085224	1,197
9754	262,085924	3,6002
9760	262,096724	4,1685
9766	262,097824	6,6841
9774	262,123124	7,2116
9776	262,126324	1,1876
9777	262,126624	5,0136
9782	262,131724	6,5539
9786	262,132524	2,8078
9791	262,132724	3,7131
9790	262,132724	5,9594
9794	262,132824	3,6184
9793	262,132824	4,5079
9795	262,133024	6,1022
9797	262,134024	5,1055
9801	262,135224	4,3336
9805	262,213524	9,588
9809	263,020224	1,6237
9812	263,027524	4,3854
9813	263,053724	1,4606
9814	263,061024	1,258
9815	263,081124	5,9424
9818	263,084524	3,5768
9820	263,093924	4,872
9827	263,102024	1,0567
9841	263,153624	3,6035
9846	263,885524	1,0439
9848	264,001624	1,5876
9855	264,085424	3,489
9856	264,085524	1,2097
9857	264,085724	3,6208
9866	264,113724	5,5294
9873	264,134424	5,3487
9875	264,136424	4,3288
9876	264,136924	3,6053
9877	264,137024	3,7264
9881	264,137424	4,1921
9880	264,137424	7,8265
9883	264,137724	6,5537
9889	264,138924	4,0167
9890	264,144624	6,1932
9894	264,148124	4,5513
9893	264,148124	4,9563
9902	264,656724	4,6471
9904	265,060424	3,598
9906	265,088024	3,4891
9912	265,118024	1,0557
9914	265,139224	1,0527
9917	265,141024	3,6058
9918	265,141124	4,3282
9925	265,147524	7,8226
9927	265,148024	6,634
9939	265,884524	1,0448
9942	266,065024	1,551
9948	266,077824	6,1623
9952	266,080424	4,9041
9957	266,114424	7,2607
9960	266,126724	4,7034
9961	266,127424	4,1451
9965	266,129824	5,8677
9973	266,137524	5,6303
9978	266,143424	4,3289
9981	266,146224	6,6562
9984	266,151524	7,8221
9990	267,072224	2,9997
9994	267,094024	1,5151
9995	267,095824	1,2554
10002	267,147724	9,749
10005	267,159624	4,9892
10012	268,044224	1,169
10018	268,091224	4,3816
10022	268,100224	1,2574
10023	268,101324	1,5146
10029	268,111524	1,167
10035	268,153224	3,1795
10038	268,154224	3,6801
10040	268,154824	1,5957
10043	268,155824	3,7545
10048	268,555424	1,2396
10053	269,048824	1,1754
10057	269,067824	8,6677
10061	269,103824	1,5174
10063	269,106124	1,2536
10069	269,139224	6,3757
10077	269,164324	11,0066
10080	269,169624	3,6461
10085	269,175224	7,2176
10087	269,176224	5,5725
10096	269,183824	5,2391
10104	269,185124	4,6772
10105	269,186024	6,5214
10112	269,955524	1,0469
10117	270,054024	5,2219
10118	270,054024	7,1253
10119	270,054324	4,1651
10123	270,055324	5,6228
10128	270,072624	6,1677
10129	270,073024	6,3532
10130	270,074224	1,1079
10146	270,147724	3,8461
10152	270,156424	6,3827
10170	271,058024	5,2222
10174	271,069124	4,3855
10175	271,081324	1,0992
10176	271,081824	1,2135
10181	271,106324	4,0216
10182	271,107024	5,1514
10191	271,155124	6,5633
10193	271,156324	3,7801
10194	271,156424	5,8687
10200	271,158924	1,2598
10208	271,166924	5,4188
10213	271,630224	5,3537
10214	271,677624	1,2581
10215	271,964224	1,5722
10217	271,969724	1,0485
10226	272,037124	4,7403
10229	272,052024	1,2137
10238	272,070224	6,1865
10239	272,070724	4,5369
10241	272,070724	4,9033
10240	272,070724	5,1668
10242	272,070724	9,3761
10243	272,071024	6,0193
10245	272,084624	1,1046
10251	272,112624	1,0546
10252	272,113824	1,1937
10269	272,174624	8,4767
10272	272,210824	8,083
10273	272,211324	8,2219
10277	272,998024	2,1111
10281	273,031524	4,3696
10282	273,031624	1,5334
10283	273,031924	3,9464
10287	273,076424	4,5516
10292	273,086124	1,168
10293	273,087024	1,2536
10295	273,097024	3,6034
10298	273,098224	1,0913
10305	273,112824	4,608
10306	273,115524	1,0519
10318	273,159024	9,2895
10321	273,169624	4,0649
10326	273,171424	3,5406
10328	273,174424	1,9054
10329	273,176524	3,9949
10335	273,180924	1,2552
10339	273,187124	3,6977
10343	273,633324	1,2455
10347	274,003424	1,5568
10353	274,016724	1,8942
10358	274,036524	3,9452
10361	274,051124	2,5918
10362	274,052124	3,0994
10366	274,084924	7,4186
10368	274,092724	1,2536
10374	274,100024	3,5912
10376	274,101624	6,3465
10378	274,102924	1,6978
10383	274,122124	7,9141
10385	274,128024	1,214
10387	274,148324	5,1127
10391	274,153224	5,0393
10400	274,170624	1,2604
10409	274,555524	1,234
10413	275,030324	3,9457
10414	275,057024	3,1003
10419	275,084824	1,2611
10420	275,113824	1,1035
10422	275,128024	6,8852
10424	275,129124	6,7059
10425	275,130724	4,2113
10429	275,138224	1,667
10430	275,138624	1,5828
10431	275,141824	1,2655
10435	275,155124	3,7406
10436	275,155424	1,2392
10441	275,158224	1,9258
10444	275,161924	3,5935
10445	275,164624	5,4801
10458	275,994724	3,1661
10469	276,057024	1,2185
10473	276,070124	5,8073
10475	276,080024	1,266
10476	276,085724	1,738
10478	276,086724	5,0313
10479	276,092624	1,8019
10480	276,093224	1,1269
10482	276,097524	3,6164
10490	276,112424	5,849
10491	276,112724	5,3805
10493	276,113824	4,2495
10494	276,114224	4,3238
10497	276,118724	6,9127
10506	276,132524	1,0557
10510	276,141524	1,571
10509	276,141524	1,6669
10512	276,143924	6,8882
10513	276,144124	4,4088
10517	276,145824	1,2668
10521	276,147824	7,2219
10532	276,615224	1,2638
10534	276,966924	1,1926
10538	276,998324	3,1723
10540	277,005324	1,4426
10544	277,063124	1,2171
10545	277,096924	4,557
10549	277,117524	1,1323
10550	277,126424	1,0723
10557	277,148424	3,7957
10559	277,560824	1,1885
10561	277,664624	1,1955
10566	278,010924	1,4707
10570	278,041624	1,0454
10575	278,063924	1,1345
10582	278,091524	5,4218
10599	278,129624	4,9119
10602	278,130724	6,4833
10611	278,163424	6,5664
10612	278,163424	7,2186
10615	278,163824	6,0117
10616	278,163824	6,3797
10617	278,163924	5,5258
10618	278,163924	7,8209
10619	278,164024	5,7644
10620	278,164424	6,1085
10625	278,187424	9,5818
10633	278,664824	1,551
10634	278,665124	4,5238
10636	278,665524	1,268
10637	278,665524	4,1929
10643	279,066524	1,1363
10645	279,076324	4,5657
10648	279,078924	4,2378
10649	279,084824	1,0472
10653	279,096724	1,2671
10656	279,097824	5,341
10657	279,098024	5,108
10664	279,107124	5,4656
10666	279,122324	4,7983
10668	279,123424	3,9651
10675	279,133324	1,1867
10682	279,166624	4,5194
10683	279,167424	6,0116
10688	279,191124	9,5831
10689	279,608624	5,4595
10691	279,633724	4,0524
10692	279,648624	1,2619
10696	280,016324	1,6733
10697	280,051724	1,0613
10698	280,060924	6,5035
10702	280,094724	4,2484
10703	280,095924	3,6045
10711	280,108224	4,1644
10713	280,109724	5,3293
10715	280,110424	5,9615
10716	280,110724	4,3578
10720	280,123424	5,7172
10723	280,130024	8,864
10724	280,131524	8,6795
10725	280,133924	5,5047
10736	280,143724	3,393
10740	280,144524	4,3963
10755	281,094224	1,1313
10756	281,095124	5,945
10763	281,113124	2,107
10766	281,120524	5,5354
10767	281,133224	8,8675
10774	281,174924	7,2592
10780	281,649524	5,0239
10782	282,000424	7,1733
10791	282,056824	4,3845
10797	282,068924	6,3603
10799	282,097124	1,1318
10802	282,116424	2,1066
10811	282,126524	4,5285
10814	282,132624	4,9938
10823	282,167424	4,3911
10826	282,177924	7,2598
10834	282,988324	1,7037
10838	283,059924	4,3893
10843	283,092924	1,5614
10845	283,093224	1,2623
10847	283,105924	6,359
10862	283,159524	7,8223
10872	283,190624	6,5025
10882	284,037024	6,3564
10883	284,037224	6,1602
10888	284,041324	4,3862
10891	284,059424	4,3758
10892	284,070824	5,6911
10898	284,084924	4,3836
10902	284,090624	4,9026
10907	284,100724	1,5564
10911	284,111424	1,2258
10912	284,111924	1,1196
10913	284,112424	5,8094
10925	284,148524	3,8577
10926	284,148924	4,9719
10930	284,151424	6,1692
10932	284,152224	4,89
10938	284,182624	4,9234
10943	284,186524	4,2657
10945	284,637924	5,1586
10950	285,074924	4,8995
10956	285,128624	1,2352
10958	285,133624	1,0548
10966	285,145324	1,1788
10967	285,145424	4,8736
10970	285,151324	5,2277
10974	285,165824	2,0814
10977	285,166324	4,9904
10985	285,169124	3,8934
10986	285,169824	4,1155
10988	285,170024	4,5058
10991	285,627924	4,3585
10996	285,951424	1,0481
11000	285,982524	3,1424
11003	285,993724	3,1749
11006	286,014024	3,7778
11007	286,016024	5,1104
11009	286,016624	4,7853
11013	286,048324	7,5745
11015	286,048624	6,4985
11014	286,048624	6,8726
11018	286,048924	6,695
11020	286,049124	5,7734
11021	286,049224	5,9062
11022	286,049424	4,4979
11023	286,049424	7,2285
11025	286,049824	4,8167
11028	286,050324	5,3493
11041	286,101924	4,3823
11045	286,116024	4,3796
11047	286,119424	8,3472
11048	286,119724	7,9594
11050	286,123424	7,0042
11052	286,126824	5,8073
11058	286,132524	4,7181
11062	286,142524	5,7356
11063	286,143124	5,2115
11065	286,144824	5,6831
11068	286,148924	1,1822
11071	286,153824	1,4852
11074	286,155524	3,6733
11084	287,014924	3,1458
11090	287,052624	6,8754
11092	287,052724	6,5002
11093	287,053224	6,6953
11101	287,113524	4,215
11102	287,113624	1,1589
11106	287,123824	8,3487
11108	287,127324	5,8103
11119	287,149924	1,2735
11121	287,150824	6,376
11128	287,186324	5,0991
11130	287,188824	4,8092
11131	287,189224	3,6852
11132	287,189324	4,193
11134	287,191624	3,5791
11141	287,196224	1,2331
